City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Sanmenxia,CN,34.7747,111.1814,71.91,56,100,6.49,overcast clouds
349,Touros,BR,-5.1989,-35.4608,80.98,60,0,19.44,clear sky
350,Nichinan,JP,31.6,131.3667,73.98,71,80,8.55,broken clouds
351,Manono,CD,-7.3,27.4167,81.93,22,5,4.05,clear sky
352,Tequila,MX,20.8833,-103.8333,84.43,47,97,2.84,overcast clouds
353,Huntington,US,38.4193,-82.4452,78.82,64,100,9.22,overcast clouds
354,Broken Hill,AU,-31.95,141.4333,54.3,78,100,19.08,light rain
355,Benoy,TD,8.9833,16.3199,76.32,87,98,3.18,overcast clouds
356,Balabag,PH,11.97,121.9192,82.47,78,100,8.14,overcast clouds
357,Saurimo,AO,-9.6608,20.3916,82.38,26,100,2.21,overcast clouds
358,Nago,JP,26.5881,127.9761,77.85,77,56,8.77,broken clouds
359,Tateyama,JP,34.9833,139.8667,78.1,85,96,9.91,overcast clouds
360,Tarragona,ES,41.129,1.249,80.38,77,20,2.3,few clouds
361,Santa Cruz,BO,-17.8,-63.1667,90.86,29,0,28.77,smoke
362,Yerbogachen,RU,61.2767,108.0108,36.54,96,54,4.72,broken clouds
363,Half Moon Bay,US,37.4636,-122.4286,100.53,59,0,9.22,haze
364,Kavieng,PG,-2.5744,150.7967,81.68,78,71,13.98,light rain
365,Miyako,JP,39.6367,141.9525,70.41,87,100,5.55,overcast clouds
366,Catamarca,AR,-28.4696,-65.7852,93.78,10,39,1.99,scattered clouds
367,Trincomalee,LK,8.5711,81.2335,80.46,77,100,21.45,overcast clouds
368,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,91,20,16.11,few clouds
369,Bongandanga,CD,1.5,21.05,78.4,72,100,2.15,overcast clouds
370,Bilma,NE,18.6853,12.9164,96.44,23,10,8.43,clear sky
371,Honiara,SB,-9.4333,159.95,76.3,88,34,6.46,scattered clouds
372,Tura,IN,25.5198,90.2201,75.69,90,100,3.04,overcast clouds
373,Kutum,SD,14.2,24.6667,75.49,56,94,10.22,overcast clouds
374,Nagato,JP,34.3833,131.2,72.86,77,100,14.25,overcast clouds
375,Miracema Do Tocantins,BR,-9.5618,-48.3967,100.8,16,7,4.38,clear sky
376,Shache,CN,38.4167,77.2406,75.7,16,0,6.58,clear sky
377,Raudeberg,NO,61.9875,5.1352,59.67,61,26,7.85,scattered clouds
378,Coquimbo,CL,-29.9533,-71.3436,55.13,76,100,8.05,overcast clouds
379,Chifeng,CN,42.2683,118.9636,61.18,42,0,6.64,clear sky
380,Kenai,US,60.5544,-151.2583,55.15,79,75,9.22,broken clouds
381,Hay River,CA,60.8156,-115.7999,53.58,47,75,11.5,broken clouds
382,Haverfordwest,GB,51.8017,-4.9691,63.99,90,100,1.99,overcast clouds
383,Oksfjord,NO,70.2396,22.3479,48.38,85,100,3.91,overcast clouds
384,Sambava,MG,-14.2667,50.1667,68.32,85,13,13.0,few clouds
385,Wanning,CN,18.8003,110.3967,79.75,88,100,9.26,moderate rain
386,Mao,ES,39.8885,4.2658,79.36,83,20,6.91,few clouds
387,Vardo,NO,70.3705,31.1107,42.78,81,75,11.5,broken clouds
388,Lazaro Cardenas,MX,17.9583,-102.2,85.23,63,20,7.23,few clouds
389,Kamaishi,JP,39.2667,141.8833,71.26,88,100,8.25,overcast clouds
390,Moree,AU,-29.4667,149.85,53.78,79,100,16.28,light rain
391,Ghatanji,IN,20.1333,78.3167,78.67,88,100,3.85,overcast clouds
392,Marawi,PH,7.9986,124.2928,68.43,94,100,2.15,overcast clouds
393,Biograd Na Moru,HR,43.9433,15.4519,76.75,65,8,6.93,clear sky
394,Crailsheim,DE,49.1344,10.0719,72.27,60,23,3.47,light rain
395,Korla,CN,41.7597,86.1469,78.03,18,0,1.41,clear sky
396,Port Augusta,AU,-32.5,137.7667,51.6,86,94,9.78,overcast clouds
397,El Alto,PE,-4.2714,-81.2147,71.26,66,27,21.32,scattered clouds
398,Batagay,RU,67.6333,134.6333,45.23,83,100,6.17,light rain
399,Cam Ranh,VN,11.9214,109.1591,76.96,88,40,2.3,scattered clouds
400,Swan River,CA,52.1058,-101.2676,82.29,24,0,11.5,clear sky
401,Pisco,PE,-13.7,-76.2167,62.02,88,100,3.44,mist
402,Coahuayana,MX,18.7333,-103.6833,89.33,56,97,6.08,overcast clouds
403,Mugur-Aksy,RU,50.35,90.5,55.0,33,15,6.76,few clouds
404,Feijo,BR,-8.1642,-70.3536,100.38,21,6,3.27,clear sky
405,Hirara,JP,24.8,125.2833,80.89,69,100,18.32,overcast clouds
406,Umm Kaddadah,SD,13.6017,26.6876,80.91,61,100,24.76,overcast clouds
407,Souillac,MU,-20.5167,57.5167,70.18,73,75,3.44,broken clouds
408,Santa Maria,BR,-29.6842,-53.8069,74.61,49,0,6.71,clear sky
409,Mehamn,NO,71.0357,27.8492,46.35,76,75,5.75,broken clouds
410,Fairbanks,US,64.8378,-147.7164,48.6,91,100,3.44,overcast clouds
411,Tabuk,PH,17.4189,121.4443,74.77,94,68,1.83,broken clouds
412,Yabrud,SY,33.9674,36.6574,68.31,63,0,0.96,clear sky
413,Vagur,FO,61.4732,-6.8119,52.25,94,89,24.49,overcast clouds
414,Cedar Mill,US,45.5248,-122.8109,81.93,38,0,11.5,clear sky
415,Saint-Paul,RE,-21.0096,55.2707,69.91,71,49,4.05,scattered clouds
416,Teya,RU,60.3778,92.6267,47.03,98,66,4.25,broken clouds
417,Plettenberg Bay,ZA,-34.0527,23.3716,56.8,63,0,2.35,clear sky
418,Borodino,RU,55.9106,94.8983,66.31,52,100,9.4,overcast clouds
419,Lulea,SE,65.5842,22.1547,39.27,87,0,2.3,clear sky
420,Weyburn,CA,49.6668,-103.8511,84.42,37,0,20.71,clear sky
421,Taperoa,BR,-7.2075,-36.8267,84.58,31,1,16.69,clear sky
422,Ahipara,NZ,-35.1667,173.1667,49.14,80,95,3.78,overcast clouds
423,Longyearbyen,SJ,78.2186,15.6401,42.64,87,75,9.22,broken clouds
424,Onda,ES,39.9667,-0.25,80.15,69,88,1.1,overcast clouds
425,Kavaratti,IN,10.5669,72.642,80.02,82,100,23.47,overcast clouds
426,Caravelas,BR,-17.7125,-39.2481,72.14,67,100,9.8,overcast clouds
427,Banapur,IN,19.7833,85.1833,82.6,77,100,3.4,overcast clouds
428,San Angelo,US,31.4638,-100.437,91.62,41,0,13.8,clear sky
429,Puerto Escondido,MX,15.85,-97.0667,86.83,58,40,5.75,scattered clouds
430,Saint-Francois,FR,46.4154,3.9054,63.84,94,73,8.05,broken clouds
431,Port Blair,IN,11.6667,92.75,75.24,88,100,8.05,overcast clouds
432,Beira,MZ,-19.8436,34.8389,72.03,76,0,10.63,clear sky
433,Berlevag,NO,70.8578,29.0864,46.4,76,100,10.36,overcast clouds
434,Shasta Lake,US,40.6804,-122.3708,102.76,19,96,4.65,overcast clouds
435,Ofaqim,IL,31.3141,34.6203,75.7,68,0,8.14,clear sky
436,Bartlesville,US,36.7473,-95.9808,88.95,51,0,6.91,clear sky
437,Sorong,ID,-0.8833,131.25,76.91,89,100,5.55,overcast clouds
438,Riohacha,CO,11.5444,-72.9072,85.82,70,60,10.63,broken clouds
439,Tual,ID,-5.6667,132.75,79.88,83,16,12.48,few clouds
440,Buala,SB,-8.145,159.5921,79.0,83,18,8.05,light rain
441,Kangaatsiaq,GL,68.3065,-53.4641,39.02,88,100,9.37,overcast clouds
442,Bakchar,RU,57.0186,82.0711,47.57,72,100,19.04,overcast clouds
443,Glenwood Springs,US,39.5505,-107.3248,91.06,18,0,6.91,clear sky
444,Shuangyang,CN,43.5242,125.6736,57.63,78,0,9.35,clear sky
445,Qaqortoq,GL,60.7167,-46.0333,45.88,85,22,2.01,few clouds
446,Svetlyy,RU,54.675,20.1347,46.45,72,77,7.96,broken clouds
447,Seymchan,RU,62.8833,152.4333,47.98,86,99,5.48,overcast clouds
448,Hailun,CN,47.45,126.9333,59.65,61,100,7.2,overcast clouds
449,Guerrero,MX,17.6667,-100.0,77.45,74,99,3.74,overcast clouds
450,Ilhabela,BR,-23.7781,-45.3581,70.27,72,7,9.08,clear sky
451,Acarau,BR,-2.8856,-40.12,84.02,58,5,20.24,clear sky
452,Kropotkin,RU,45.4375,40.5756,55.67,36,8,7.27,clear sky
453,Besuki,ID,-7.7338,113.6979,77.74,83,100,2.26,overcast clouds
454,Urgut,UZ,39.4022,67.2431,73.02,28,0,0.96,clear sky
455,Kloulklubed,PW,7.0419,134.2556,75.7,76,100,10.58,overcast clouds
456,Vaitape,PF,-16.5167,-151.75,78.19,75,10,22.48,light rain
457,Paka,MY,4.6374,103.4368,75.13,94,100,0.0,overcast clouds
458,Arlit,NE,18.7369,7.3853,100.33,14,100,6.51,overcast clouds
459,Tacna,PE,-18.0056,-70.2483,62.8,59,0,11.5,clear sky
460,Bontang,ID,0.1333,117.5,78.75,83,100,4.27,overcast clouds
461,Walvis Bay,NA,-22.9575,14.5053,58.15,82,0,2.3,clear sky
462,Manokwari,ID,-0.8667,134.0833,78.06,70,100,3.53,overcast clouds
463,Coolum Beach,AU,-26.5333,153.1,57.34,98,26,3.27,scattered clouds
464,Hanzhong,CN,33.0728,107.0303,68.63,86,100,0.94,overcast clouds
465,Itarema,BR,-2.9248,-39.9167,82.67,60,4,19.08,clear sky
466,Avera,US,33.194,-82.5271,88.56,40,100,5.37,overcast clouds
467,Khash,IR,28.2211,61.2158,77.5,12,0,5.06,clear sky
468,Heze,CN,35.2431,115.4411,66.24,60,72,3.09,broken clouds
469,Rudnogorsk,RU,57.2639,103.7519,46.53,96,100,3.56,overcast clouds
470,Tacuati,PY,-23.45,-56.5833,95.11,21,5,4.18,clear sky
471,Paramonga,PE,-10.6667,-77.8333,65.07,70,52,11.43,broken clouds
472,Dauriya,RU,49.9333,116.8667,51.57,85,32,6.31,scattered clouds
473,Tunceli,TR,39.1083,39.5471,66.72,41,0,4.34,clear sky
474,Inverell,AU,-29.7833,151.1167,48.16,91,93,3.0,moderate rain
475,Cockburn Town,TC,21.4612,-71.1419,83.5,74,7,11.01,clear sky
476,Bastia,FR,42.6667,9.3333,78.6,86,0,0.0,clear sky
477,Kalianget,ID,-7.05,113.9333,80.73,80,45,11.86,scattered clouds
478,Road Town,VG,18.4167,-64.6167,84.29,79,40,8.05,scattered clouds
479,Southbridge,US,42.0751,-72.0334,71.22,79,82,3.0,broken clouds
480,Mackay,AU,-21.15,149.2,62.69,80,0,8.32,clear sky
481,Vestmannaeyjar,IS,63.4427,-20.2734,54.54,82,100,4.92,overcast clouds
482,Nelspruit,ZA,-25.4745,30.9703,64.69,72,0,9.22,clear sky
483,Sisimiut,GL,66.9395,-53.6735,39.54,91,100,5.61,overcast clouds
484,Arman,RU,59.7,150.1667,55.02,93,100,17.9,light rain
485,Yei,SS,4.095,30.6779,67.84,90,6,3.24,clear sky
486,Pangnirtung,CA,66.1451,-65.7125,51.8,58,100,18.41,overcast clouds
487,Talnakh,RU,69.4865,88.3972,33.21,82,10,3.0,clear sky
488,Maun,BW,-19.9833,23.4167,76.96,36,0,8.05,clear sky
489,Burnie,AU,-41.0667,145.9167,51.94,80,100,16.02,overcast clouds
490,Morondava,MG,-20.2833,44.2833,74.71,71,0,16.33,clear sky
491,Sault Sainte Marie,CA,46.5168,-84.3333,77.29,52,0,11.5,clear sky
492,Lata,PT,40.1629,-8.3327,68.92,79,100,2.84,overcast clouds
493,Kapit,MY,2.0167,112.9333,72.18,99,77,0.63,broken clouds
494,Camacupa,AO,-12.0167,17.4833,73.11,16,0,1.97,clear sky
495,Pathein,MM,16.7833,94.7333,76.24,94,100,4.34,overcast clouds
496,Monster,NL,52.0258,4.175,70.99,76,100,2.3,light rain
497,Kilindoni,TZ,-7.9139,39.6668,75.09,78,5,11.34,clear sky
498,Bahia Blanca,AR,-38.7196,-62.2724,70.74,25,100,10.89,overcast clouds
499,Oromocto,CA,45.8351,-66.4792,77.72,43,20,3.44,few clouds
500,Los Patios,CO,7.8379,-72.5037,93.97,41,40,9.22,scattered clouds
501,Saint George,US,37.1041,-113.5841,104.63,18,0,4.0,clear sky
502,Iquitos,PE,-3.7481,-73.2472,89.64,62,75,5.75,broken clouds
503,Palladam,IN,10.9833,77.3,73.6,87,100,16.69,moderate rain
504,Derzhavinsk,KZ,51.1,66.3167,50.32,47,25,3.29,scattered clouds
505,Eureka,US,40.8021,-124.1637,63.21,64,71,5.75,broken clouds
506,Rojhan,PK,28.6868,69.9534,91.04,43,0,7.63,clear sky
507,Halifax,CA,44.6453,-63.5724,73.69,63,20,11.5,few clouds
508,Zonguldak,TR,41.25,31.8333,51.19,89,0,2.01,clear sky
509,Billings,US,45.7833,-108.5007,101.52,20,20,8.05,few clouds
510,Bandarbeyla,SO,9.4942,50.8122,76.69,85,3,30.44,clear sky
511,Vanimo,PG,-2.6741,141.3028,76.78,86,60,3.24,broken clouds
512,Orangeburg,US,33.4918,-80.8557,89.92,62,0,4.61,clear sky
513,Korem,ET,12.5058,39.5228,56.59,88,98,3.62,moderate rain
514,Xinzhi,CN,36.4989,111.7047,71.04,43,92,3.58,overcast clouds
515,Geraldton,AU,-28.7667,114.6,50.41,93,98,5.75,overcast clouds
516,Paamiut,GL,61.994,-49.6678,40.48,82,100,15.08,overcast clouds
517,Fuerte Olimpo,PY,-21.0415,-57.8738,101.26,17,0,11.92,clear sky
518,Alyangula,AU,-13.8483,136.4192,74.07,90,100,7.56,overcast clouds
519,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,63,0,12.66,clear sky
520,Sao Domingos,BR,-13.3983,-46.3183,92.1,19,6,2.59,clear sky
521,Zhangye,CN,38.9342,100.4517,66.33,26,2,5.35,clear sky
522,Almaznyy,RU,48.0448,40.045,51.49,45,0,1.77,clear sky
523,Tezu,IN,27.9167,96.1667,77.47,72,99,2.82,light rain
524,Tabou,CI,4.423,-7.3528,75.58,86,90,5.55,overcast clouds
525,Baykit,RU,61.67,96.37,45.68,97,100,8.63,moderate rain
526,Kaeo,NZ,-35.1,173.7833,46.58,84,10,3.31,clear sky
527,Cap Malheureux,MU,-19.9842,57.6142,68.47,74,10,1.99,clear sky
528,Cururupu,BR,-1.8283,-44.8683,84.63,63,95,6.31,overcast clouds
529,Clyde,US,41.3042,-82.9752,75.9,53,0,7.99,clear sky
530,Bure,ET,10.7,37.0667,57.79,95,100,4.14,light rain
531,Alizai,PK,33.5383,70.3462,81.0,58,0,1.88,clear sky
532,Pamanukan,ID,-6.2842,107.8106,77.11,86,100,3.33,moderate rain
533,Moratuwa,LK,6.773,79.8816,78.01,88,99,10.02,overcast clouds
534,Abu Samrah,SY,35.3029,37.1841,79.34,57,0,10.11,clear sky
535,Camopi,GF,3.1655,-52.3158,83.7,63,97,3.69,overcast clouds
536,Qasigiannguit,GL,68.8193,-51.1922,39.45,98,100,3.62,overcast clouds
537,Raca,RS,44.2271,20.9775,69.03,56,8,4.16,clear sky
538,Nongstoin,IN,25.5167,91.2667,66.56,89,100,2.39,overcast clouds
539,Sarkand,KZ,45.41,79.9186,72.55,21,0,6.98,clear sky
540,Ketchikan,US,55.3422,-131.6461,55.87,88,75,11.5,broken clouds
541,Salinopolis,BR,-0.6136,-47.3561,82.42,70,84,13.67,broken clouds
542,Tumut,AU,-35.3,148.2167,52.34,93,100,7.27,light rain
543,Sovetskiy,RU,61.3614,63.5842,44.01,90,100,4.74,overcast clouds
544,Olga,RU,43.7444,135.2892,54.43,71,0,4.54,clear sky
545,Kokoda,PG,-8.8785,147.7407,70.77,86,23,2.26,few clouds
546,Khandyga,RU,62.6667,135.6,45.32,99,100,4.72,light rain
547,Clearwater,US,27.9659,-82.8001,93.16,68,0,10.0,clear sky
548,Nuuk,GL,64.1835,-51.7216,45.21,87,75,2.3,broken clouds
549,Chapais,CA,49.7834,-74.8492,74.98,38,100,7.0,overcast clouds
550,Nalut,LY,30.3333,10.85,87.28,28,85,7.27,light rain
551,Bibiani,GH,6.4635,-2.3194,71.31,95,12,1.03,few clouds
552,Nabire,ID,-3.3667,135.4833,75.7,90,100,3.15,overcast clouds
553,Nanae,JP,41.8833,140.6833,57.63,75,0,3.8,clear sky
554,Nurota,UZ,40.5614,65.6886,71.19,29,0,12.8,clear sky
555,Biak,ID,-0.9131,122.8766,74.39,87,50,2.04,scattered clouds
556,Batagay-Alyta,RU,67.8006,130.4114,40.44,66,100,5.82,overcast clouds
557,Portland,US,45.5234,-122.6762,83.16,40,75,11.5,broken clouds
558,Kerouane,GN,9.2667,-9.0167,71.65,93,99,2.26,moderate rain
559,Isabela,PH,6.7085,121.9711,78.76,82,100,0.36,overcast clouds
560,Nikolayevsk-Na-Amure,RU,53.1406,140.73,51.67,79,100,16.17,overcast clouds
561,Krasnoborsk,RU,61.5598,45.934,40.55,96,100,8.23,overcast clouds
562,Petatlan,MX,17.5167,-101.2667,91.2,59,20,6.49,few clouds
563,Vila Velha,BR,-20.3297,-40.2925,75.15,71,75,9.22,broken clouds
564,Matagami,CA,49.7502,-77.6328,75.31,38,0,10.36,clear sky
565,Bay Roberts,CA,47.5999,-53.2648,60.06,72,87,8.01,overcast clouds
566,Sayyan,YE,15.1718,44.3244,70.86,26,80,11.05,broken clouds
567,Barbastro,ES,42.0356,0.1269,77.18,28,100,6.6,light rain
568,San Francisco,US,37.7749,-122.4194,104.02,68,20,11.01,few clouds
569,Henties Bay,NA,-22.116,14.2845,57.76,81,0,7.83,clear sky
570,Margate,GB,51.3813,1.3862,66.9,81,100,1.99,overcast clouds
571,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,67,100,15.95,overcast clouds
572,Bathsheba,BB,13.2167,-59.5167,88.41,74,20,11.5,few clouds
573,Ruteng,ID,-8.6136,120.4721,60.13,93,13,1.25,few clouds
574,Palauig,PH,15.435,119.9045,81.18,82,14,3.71,few clouds
575,Palmer,US,42.1584,-72.3287,72.63,68,75,4.61,broken clouds
576,Marzuq,YE,14.4,46.4667,83.97,52,50,3.91,scattered clouds
577,Birin,NP,26.8865,88.0718,63.3,89,96,4.14,overcast clouds
578,Mumford,GH,5.2618,-0.759,75.36,90,0,9.51,clear sky
579,Ayan,RU,56.45,138.1667,48.04,65,68,27.02,broken clouds
580,Kollo,NE,13.3043,2.339,81.03,75,100,23.91,moderate rain
581,Creston,US,41.0586,-94.3614,80.71,54,0,3.44,clear sky
582,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,96.48,16,70,8.5,broken clouds
583,Namatanai,PG,-3.6667,152.4333,78.57,83,13,6.49,light rain
584,Lamu,KE,-2.2717,40.902,77.22,84,5,15.7,clear sky
585,Alofi,NU,-19.0595,-169.9187,76.89,83,1,8.05,clear sky
586,Lisakovsk,KZ,52.5369,62.4936,47.34,61,6,8.79,clear sky
587,High Level,CA,58.5169,-117.136,53.71,82,100,6.91,overcast clouds
588,Kabare,CD,-2.4683,28.8242,62.6,92,100,4.34,heavy intensity rain
589,Klaksvik,FO,62.2266,-6.589,56.32,94,31,19.6,scattered clouds
590,Jardim,BR,-21.4803,-56.1381,97.32,19,5,10.25,clear sky
591,Mogadishu,SO,2.0371,45.3438,75.67,87,10,17.6,clear sky
592,Mezen,RU,65.8522,44.24,40.69,86,100,6.89,overcast clouds
593,Muroto,JP,33.2833,134.15,79.05,72,33,11.68,scattered clouds
594,Tilichiki,RU,60.4667,166.1,41.94,78,9,4.38,clear sky
595,Diamantina,BR,-18.2494,-43.6003,72.75,32,100,9.46,overcast clouds
596,Santa Pola,ES,38.1917,-0.5658,85.05,66,0,3.44,clear sky
597,Mason City,US,43.1536,-93.201,82.09,64,20,0.0,few clouds
598,Nanning,CN,22.8167,108.3167,81.05,80,100,2.64,overcast clouds
599,Mazagao,BR,-0.115,-51.2894,86.05,61,100,6.85,overcast clouds
600,Kamenka,RU,51.3223,42.7678,46.8,51,99,7.87,overcast clouds
601,Spornoye,RU,50.8448,37.2913,46.98,53,23,7.18,few clouds
602,Auki,SB,-8.7676,160.7034,76.05,90,22,4.94,few clouds
603,Monticello,US,45.3055,-93.7941,88.86,61,40,0.0,scattered clouds
604,Lakatoro,VU,-16.0999,167.4164,77.72,83,9,7.56,clear sky
605,Florida,US,28.7505,-82.5001,95.0,64,0,3.44,clear sky
606,Abbeville,FR,50.1,1.8333,66.49,88,100,10.56,overcast clouds
607,Toledo,ES,39.8333,-4.0,78.31,33,100,15.1,overcast clouds
608,Kokkarion,GR,37.7764,26.8939,80.38,65,0,13.8,clear sky
609,Gamba,GA,-2.65,10.0,73.67,88,100,7.2,light rain
610,Kaabong,UG,3.4836,34.1492,65.86,84,91,2.89,overcast clouds
611,Papara,BR,-3.9839,-38.7273,82.8,31,0,9.31,clear sky
612,Evensk,RU,61.95,159.2333,45.28,79,100,5.79,overcast clouds
613,Badlapur,IN,19.15,73.2667,78.6,96,75,4.29,moderate rain
614,Jumla,NP,29.2747,82.1838,59.14,95,51,1.14,broken clouds
615,Clyde River,CA,70.4692,-68.5914,35.83,100,100,20.71,fog
616,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,102.2,12,0,19.17,clear sky
617,Paita,PE,-5.0892,-81.1144,69.94,68,6,17.34,clear sky
618,Kudahuvadhoo,MV,2.6708,72.8944,82.8,71,100,18.21,overcast clouds
619,Myitkyina,MM,25.3833,97.4,76.1,84,100,1.99,overcast clouds
620,Valparaiso,CL,-33.0393,-71.6273,60.01,90,75,12.66,broken clouds
621,Pyaozerskiy,RU,65.8333,31.1667,43.3,68,100,4.34,overcast clouds
622,Berdigestyakh,RU,62.0989,126.6992,40.66,87,100,10.36,overcast clouds
623,Novoagansk,RU,61.9449,76.6625,43.45,87,100,19.13,light rain
624,Bria,CF,6.5423,21.9863,72.25,94,100,0.94,moderate rain
625,Galle,LK,6.0367,80.217,77.97,88,100,13.04,overcast clouds
626,Zverinogolovskoye,RU,54.4586,64.8542,42.84,85,16,8.59,few clouds
627,Lufilufi,WS,-13.8745,-171.5986,80.38,70,77,20.62,broken clouds
628,Chimoio,MZ,-19.1164,33.4833,63.36,60,0,6.71,clear sky
629,Jieshi,CN,22.8134,115.8257,79.2,82,100,12.84,overcast clouds
630,Sudbury,CA,46.49,-80.99,79.77,35,0,4.0,clear sky
631,Coruripe,BR,-10.1256,-36.1756,76.46,66,1,11.88,clear sky
632,Hauterive,FR,46.0901,3.4459,68.76,79,97,2.59,overcast clouds
633,Strangnas,SE,59.3774,17.0312,55.94,72,89,7.45,overcast clouds
634,Mossoro,BR,-5.1875,-37.3442,96.75,23,20,5.75,few clouds
635,Belmonte,BR,-15.8631,-38.8828,71.58,82,92,13.8,overcast clouds
636,Yeniseysk,RU,58.4497,92.1703,52.2,98,100,5.17,overcast clouds
637,Xining,CN,36.6167,101.7667,48.24,75,9,2.46,clear sky
638,Guerrero Negro,MX,27.9769,-114.0611,86.88,55,66,19.39,broken clouds
639,Aksarka,RU,66.5606,67.7975,33.51,87,81,7.4,broken clouds
640,Lakes Entrance,AU,-37.8811,147.981,53.55,76,97,8.84,overcast clouds
641,Jackson,US,42.4165,-122.8345,89.89,33,0,4.61,clear sky
642,Pushkinskiye Gory,RU,57.0209,28.9103,47.98,77,95,5.57,overcast clouds
643,Kidal,ML,18.4411,1.4078,99.3,13,35,8.72,scattered clouds
644,Santa Ana,US,33.7456,-117.8678,107.85,44,40,4.61,smoke
645,Samarinda,ID,-0.5,117.15,73.72,99,100,1.12,overcast clouds
646,Khorramshahr,IR,30.4397,48.1664,91.36,79,0,4.61,haze
647,Bud,US,39.447,-86.1758,80.67,59,1,8.57,clear sky
648,Shahr-E Babak,IR,30.1165,55.1186,76.32,10,0,9.1,clear sky
649,Solnechnyy,RU,50.7214,136.6319,55.85,70,18,9.57,few clouds
650,Sendai,JP,38.2689,140.8719,71.78,96,100,6.78,overcast clouds
651,Copiapo,CL,-27.3667,-70.3333,53.29,38,3,7.18,clear sky
652,Asau,RO,46.4333,26.4,54.52,90,17,4.65,few clouds
653,Taitung,TW,22.7583,121.1444,78.76,82,100,8.46,overcast clouds
654,Charyshskoye,RU,51.3978,83.5598,61.0,58,90,5.91,overcast clouds
655,Waddan,LY,29.1614,16.139,86.32,31,0,12.93,clear sky
656,Devgarh,IN,25.5333,73.9,78.58,63,36,1.95,scattered clouds
657,Taoudenni,ML,22.6783,-3.9836,104.63,10,53,11.95,broken clouds
658,Taos,US,36.4072,-105.5731,88.56,18,0,1.99,clear sky
659,Gopalpur,IN,19.2667,84.9167,81.68,79,91,3.76,overcast clouds
660,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,20,18.41,few clouds
661,Inta,RU,66.0317,60.1659,35.51,79,75,4.97,broken clouds
662,Kununurra,AU,-15.7667,128.7333,67.98,88,5,0.0,clear sky
663,Pangody,RU,65.85,74.4859,33.3,78,34,9.78,scattered clouds
664,Roebourne,AU,-20.7833,117.1333,65.7,59,3,8.52,clear sky
665,Ossora,RU,59.2353,163.0719,49.28,92,100,7.61,overcast clouds
666,Marystown,CA,47.1666,-55.1483,62.78,51,25,9.78,scattered clouds
667,Saint Anthony,US,45.0205,-93.218,88.34,55,40,8.05,scattered clouds
668,Ambanja,MG,-13.6833,48.45,72.66,82,100,2.42,overcast clouds
669,San Luis,AR,-33.295,-66.3356,82.36,7,0,12.37,clear sky
670,Acandi,CO,8.5063,-77.2778,84.67,75,98,3.65,overcast clouds
671,Aquiraz,BR,-3.9014,-38.3911,84.29,61,0,13.82,clear sky
672,Bela,IN,25.9333,81.9833,84.07,68,100,5.66,overcast clouds
673,Labytnangi,RU,66.6572,66.4183,33.84,89,83,4.38,broken clouds
674,Kawambwa,ZM,-9.7915,29.0791,70.9,23,0,5.32,clear sky
675,Wajima,JP,37.4,136.9,73.4,72,12,13.15,few clouds
676,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,88,52,12.08,light rain
677,Rawlins,US,41.7911,-107.2387,88.36,10,0,0.0,clear sky
678,Cartagena Del Chaira,CO,1.3349,-74.8429,84.72,54,64,4.47,broken clouds
679,Puerto Plata,DO,19.7934,-70.6884,98.51,66,20,9.22,few clouds
680,Lima,PE,-12.0432,-77.0282,64.9,77,100,11.5,overcast clouds
681,Ulladulla,AU,-35.35,150.4667,53.4,86,95,6.42,light rain
682,Dubbo,AU,-32.25,148.6167,53.73,76,100,11.5,overcast clouds
683,Koksovyy,RU,48.1967,40.5989,53.55,42,0,2.19,clear sky
684,Neverkino,RU,52.7854,46.7417,47.53,60,100,8.39,overcast clouds
685,Waipawa,NZ,-41.4122,175.5153,44.37,83,100,1.95,overcast clouds
686,Vorukh,TJ,39.8494,70.5838,69.58,28,0,5.14,clear sky
687,Kirksville,US,40.1948,-92.5833,88.83,49,40,6.91,scattered clouds
688,Codrington,AU,-38.2667,141.9667,56.97,84,100,16.64,moderate rain
689,Bhayavadar,IN,21.85,70.25,81.09,71,64,8.86,broken clouds
690,Olafsvik,IS,64.8945,-23.7142,54.09,75,38,3.29,scattered clouds
691,Bakel,SN,14.905,-12.4568,90.7,59,59,9.35,broken clouds
692,Batangafo,CF,7.3008,18.2833,75.6,86,100,2.68,overcast clouds
693,Puteyets,RU,65.1716,57.091,36.12,82,10,6.87,clear sky
694,Lixourion,GR,38.2019,20.4314,77.0,69,0,2.3,clear sky
695,Yulara,AU,-25.2406,130.9889,51.96,50,0,7.92,clear sky
696,Solano,US,38.2333,-121.9511,102.88,24,0,21.85,clear sky
697,Kalengwa,ZM,-13.4659,25.0027,64.87,27,0,5.64,clear sky
698,Nishihara,JP,26.1842,127.7558,78.08,76,20,14.97,few clouds
699,Voh,NC,-20.9667,164.7,66.38,85,87,4.45,overcast clouds
700,Marsa Matruh,EG,31.3525,27.2453,77.2,69,40,6.91,scattered clouds
